DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2023-05-16                15:42:35.841              135.65458149              3255.709956               136.65458149              1684248155.841            0                         963                       1.4001210336E+02          4.5000267029E+01          4.0937500000E+01          4.5046012878E+01          4.5000724792E+01          2.0000000000E+00          0.0000000000E+00          4.3216445821E+04          0.0000000000E+00          3.0955398414E-01          3.1073393778E-01          3.1077121379E-01          3.1176598419E-01          3.2356218808E-01          3.2482856195E-01          3.2486519516E-01          3.2590657252E-01          4.3064404619E+02          4.5006490884E+02          1.9735126266E+00          2.0381287291E+00          2.5080990843E+00          -6.8853656725E-02         0.0000000000E+00          6.5345014373E-01          5.8228521535E+01          2.7661583240E+00          1.4242270748E+02          4.2846179286E+02          -6.6905198968E-02         
2023-05-16                15:42:36.526              135.65458942              3255.710146               136.65458942              1684248156.526            0                         963                       1.4000358582E+02          4.5000267029E+01          4.0937500000E+01          4.5046012878E+01          4.5000724792E+01          4.6000000000E+01          0.0000000000E+00          4.3214917969E+04          0.0000000000E+00          3.0784453922E-01          3.1083058418E-01          3.1075785416E-01          3.1175608155E-01          3.2177678075E-01          3.2492973231E-01          3.2485109556E-01          3.2589614376E-01          4.3059455047E+02          4.5001630744E+02          1.9736350364E+00          2.0382654066E+00          2.5084850823E+00          -5.1503739212E-02         0.0000000000E+00          6.5345014373E-01          5.8176200197E+01          2.7661583240E+00          1.4242270748E+02          4.2846179286E+02          -6.6905198968E-02         
2023-05-16                15:42:37.589              135.65460174              3255.710442               136.65460174              1684248157.590            0                         963                       1.4000244440E+02          4.5000267029E+01          4.0937500000E+01          4.5046012878E+01          4.5000724792E+01          4.7000000000E+01          0.0000000000E+00          4.3214389953E+04          0.0000000000E+00          3.0518950354E-01          3.1085502742E-01          3.1073452979E-01          3.1174457107E-01          3.1900369247E-01          3.2495554662E-01          3.2482653179E-01          3.2588411612E-01          4.3062457071E+02          4.5005250456E+02          1.9738190765E+00          2.0384713085E+00          2.5090807887E+00          -2.4552197374E-02         0.0000000000E+00          6.4075756755E-01          5.8176200197E+01          2.7282574375E+00          1.4242270748E+02          4.2846179286E+02          -6.6905198968E-02         
2023-05-16                15:42:38.358              135.65461063              3255.710655               136.65461063              1684248158.358            0                         963                       1.4000244440E+02          4.5000267029E+01          4.0937500000E+01          4.5046012878E+01          4.5000724792E+01          4.7000000000E+01          0.0000000000E+00          4.3214389953E+04          0.0000000000E+00          3.0519174071E-01          3.1086194413E-01          3.1068903548E-01          3.1173927385E-01          3.1900848451E-01          3.2496329022E-01          3.2477875890E-01          3.2587873909E-01          4.3064624664E+02          4.5007863988E+02          1.9739518560E+00          2.0386198682E+00          2.5095107829E+00          -5.0970291379E-03         0.0000000000E+00          6.4075756755E-01          5.8176200197E+01          2.7282574375E+00          1.4242270748E+02          4.2846179286E+02          -6.6905198968E-02         
2023-05-16                15:42:38.778              135.65461549              3255.710772               136.65461549              1684248158.778            0                         963                       1.3999043274E+02          4.5000267029E+01          4.0937500000E+01          4.5046012878E+01          4.5000724792E+01          2.5000000000E+01          0.0000000000E+00          4.3212664062E+04          0.0000000000E+00          3.0453638941E-01          3.1085264404E-01          3.1061212741E-01          3.1172108475E-01          3.1832448089E-01          3.2495424985E-01          3.2469808042E-01          3.2585966268E-01          4.3065809821E+02          4.5009293027E+02          1.9740244909E+00          2.0387011343E+00          2.5097459399E+00          5.5420287751E-03          0.0000000000E+00          6.4075756755E-01          5.8176200197E+01          2.7282574375E+00          1.4242270748E+02          4.2866440731E+02          -6.6905198968E-02         
2023-05-16                15:42:39.836              135.65462774              3255.711066               136.65462774              1684248159.837            0                         963                       1.3999253945E+02          4.5000412892E+01          4.0937500000E+01          4.5046137904E+01          4.5000870656E+01          4.7000000000E+01          0.0000000000E+00          4.3212404462E+04          0.0000000000E+00          3.0288358955E-01          3.1085641904E-01          3.1053997433E-01          3.1170600479E-01          3.1659939318E-01          3.2496040223E-01          3.2462257538E-01          3.2584393790E-01          4.3068799989E+02          4.5012898271E+02          1.9744574985E+00          2.0391641276E+00          2.5103388778E+00          3.2366276983E-02          0.0000000000E+00          6.3748499175E-01          5.8176200197E+01          2.7764258918E+00          1.4242270748E+02          4.2866440731E+02          -6.6905198968E-02         
2023-05-16                15:42:40.621              135.65463682              3255.711284               136.65463682              1684248160.621            0                         963                       1.3999253945E+02          4.5000412892E+01          4.0937500000E+01          4.5046137904E+01          4.5000870656E+01          4.7000000000E+01          0.0000000000E+00          4.3212404462E+04          0.0000000000E+00          3.0288559280E-01          3.1065714838E-01          3.1046887759E-01          3.1169277476E-01          3.1660397283E-01          3.2475149149E-01          3.2454852850E-01          3.2583010622E-01          4.3071014133E+02          4.5015567848E+02          1.9747780239E+00          2.0395068556E+00          2.5107778533E+00          5.2225742255E-02          0.0000000000E+00          6.3748499175E-01          5.8176200197E+01          2.7764258918E+00          1.4242270748E+02          4.2866440731E+02          -6.6905198968E-02         
2023-05-16                15:42:41.210              135.65464363              3255.711447               136.65464363              1684248161.210            0                         963                       1.3999921762E+02          4.5000480652E+01          4.0937500000E+01          4.5046195984E+01          4.5000938416E+01          2.0000000000E+00          0.0000000000E+00          4.3213108184E+04          0.0000000000E+00          3.0669318577E-01          3.1058186735E-01          3.1042168144E-01          3.1168910836E-01          3.2058779320E-01          3.2467339341E-01          3.2449901931E-01          3.2582624495E-01          4.3072678990E+02          4.5017574957E+02          1.9750187049E+00          2.0397642157E+00          2.5111076505E+00          6.7148496496E-02          0.0000000000E+00          6.3748499175E-01          5.8176200197E+01          2.7764258918E+00          1.4258150796E+02          4.2866440731E+02          6.9105711347E-02          
2023-05-16                15:42:41.861              135.65465118              3255.711628               136.65465118              1684248161.862            0                         963                       1.4000260925E+02          4.5000480652E+01          4.0937500000E+01          4.5046195984E+01          4.5000938416E+01          4.6000000000E+01          0.0000000000E+00          4.3213515625E+04          0.0000000000E+00          3.1090683777E-01          3.1061173986E-01          3.1036587908E-01          3.1169669945E-01          3.2499460658E-01          3.2470509601E-01          3.2444086568E-01          3.2583413847E-01          4.3074521592E+02          4.5019529443E+02          1.9752851288E+00          2.0400403495E+00          2.5111431162E+00          5.7115808832E-02          0.0000000000E+00          6.3748499175E-01          5.8196532048E+01          2.7764258918E+00          1.4258150796E+02          4.2866440731E+02          6.9105711347E-02          
2023-05-16                15:42:42.908              135.65466330              3255.711919               136.65466330              1684248162.909            0                         963                       1.4000153752E+02          4.5000480652E+01          4.0937500000E+01          4.5046195984E+01          4.5000938416E+01          4.7000000000E+01          0.0000000000E+00          4.3213825505E+04          0.0000000000E+00          3.1767326037E-01          3.1074091802E-01          3.1033184083E-01          3.1172298344E-01          3.3207122374E-01          3.2484057657E-01          3.2440602462E-01          3.2586153309E-01          4.3078518590E+02          4.5023752658E+02          1.9757123678E+00          2.0404831519E+00          2.5111996920E+00          4.1005247634E-02          0.0000000000E+00          6.6549603310E-01          5.8196532048E+01          2.7215934842E+00          1.4258150796E+02          4.2866440731E+02          6.9105711347E-02          
