DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2021-07-07                08:21:33.063              187.38996602              4497.359184               1625646093.064            4                         899                       1.9402135890E+00          1.9802231610E+00          4.2414137524E+02          4.3285329440E+02          1.8536309515E+00          7.2498838068E+02          4.0833763123E+01          -2.2671768586E+00         4.1620426178E+01          1.5013389133E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:34.163              187.38997874              4497.359490               1625646094.163            4                         899                       1.9409711708E+00          1.9806472764E+00          4.2414140024E+02          4.3277734294E+02          1.8377879439E+00          7.2496508344E+02          4.0833770398E+01          -1.8740607587E+00         4.1620426178E+01          1.5021463748E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:35.242              187.38999123              4497.359789               1625646095.242            4                         899                       1.9409741813E+00          1.9806503764E+00          4.2338089807E+02          4.3200136227E+02          1.8377892178E+00          7.2498336165E+02          4.0833946228E+01          -2.1398641653E+00         4.1607232681E+01          1.5008952968E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:36.296              187.39000344              4497.360082               1625646096.297            4                         899                       1.9416232043E+00          1.9813581398E+00          4.2338089807E+02          4.3201123823E+02          1.8398526034E+00          7.2499194376E+02          4.0833946228E+01          -2.0864319138E+00         4.1371398926E+01          1.4979218824E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:37.444              187.39001672              4497.360401               1625646097.445            4                         899                       1.9416232043E+00          1.9813581398E+00          4.2350368111E+02          4.3213652412E+02          1.8398526034E+00          7.2497829655E+02          4.0833946228E+01          -2.6272226438E+00         4.1490140397E+01          1.4946818036E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:38.546              187.39002947              4497.360707               1625646098.546            4                         899                       1.9405639102E+00          1.9809073155E+00          4.2350368111E+02          4.3227349433E+02          1.8684518033E+00          7.2496585467E+02          4.0833946228E+01          -2.5938611488E+00         4.1620426178E+01          1.4968403671E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:39.667              187.39004244              4497.361019               1625646099.667            4                         899                       1.9405649654E+00          1.9809084026E+00          4.2378454721E+02          4.3256017872E+02          1.8684522574E+00          7.2497832726E+02          4.0834007869E+01          -2.5082206331E+00         4.1620426178E+01          1.5001157211E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:40.755              187.39005503              4497.361321               1625646100.755            4                         899                       1.9421200067E+00          1.9824216338E+00          4.2378485952E+02          4.3254438478E+02          1.8650911157E+00          7.2497703300E+02          4.0834098816E+01          -2.3679836586E+00         4.1620426178E+01          1.5005402249E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:41.855              187.39006777              4497.361626               1625646101.855            4                         899                       1.9421200067E+00          1.9824216338E+00          4.2376328768E+02          4.3252236705E+02          1.8650911157E+00          7.2498828448E+02          4.0834098816E+01          -2.4171690072E+00         4.1620426178E+01          1.4954151141E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:42.905              187.39007993              4497.361918               1625646102.906            4                         899                       1.9420022602E+00          1.9823306994E+00          4.2376328768E+02          4.3252872527E+02          1.8664175491E+00          7.2499987995E+02          4.0834098816E+01          -2.6483497699E+00         4.1620426178E+01          1.4953908485E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:43.961              187.39009215              4497.362212               1625646103.962            4                         899                       1.9420022602E+00          1.9823306994E+00          4.2406701534E+02          4.3283873546E+02          1.8664175491E+00          7.2498358316E+02          4.0834098816E+01          -2.7342165653E+00         4.1620426178E+01          1.4992609839E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:45.049              187.39010473              4497.362514               1625646105.049            4                         899                       1.9426426051E+00          1.9823983743E+00          4.2406694936E+02          4.3271126809E+02          1.8398513238E+00          7.2498225696E+02          4.0834079616E+01          -2.1351752929E+00         4.1620426178E+01          1.5033672011E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:46.085              187.39011674              4497.362802               1625646106.086            4                         899                       1.9426424112E+00          1.9823981746E+00          4.2350291426E+02          4.3213573512E+02          1.8398512417E+00          7.2494957486E+02          4.0834068298E+01          -2.2968842541E+00         4.1620426178E+01          1.4985419475E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2021-07-07                08:21:47.084              187.39012829              4497.363079               1625646107.084            4                         899                       1.9418813184E+00          1.9827667916E+00          4.2350291426E+02          4.3238450702E+02          1.8917811525E+00          7.2497613485E+02          4.0834068298E+01          -2.0946886539E+00         4.1620426178E+01          1.5052720070E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
