DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               InletValve                OutletValve               solenoid_valves           NH3_Raw                   NH3_30s                   NH3_2min                  NH3_5min                  H2O                       NH3_dry                   NH3_uncorrected           NH3_broadeningCorrected   peak15                    
2021-07-05                16:59:33.645              185.74969498              4457.992679               186.74969498              1625504373.646            0                         963                       1.3992733459E+02          4.4998558044E+01          4.1562500000E+01          4.4974052429E+01          4.4999626160E+01          2.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.6982905469E+04          2.0000000000E+00          3.2744864216E-01          6.2840795852E-01          6.6615239469E-01          6.7177173964E-01          2.0998501169E-01          3.2744864216E-01          2.8944348174E-01          3.2675674994E-01          1.3544612805E+01          
2021-07-05                16:59:35.035              185.74971105              4457.993065               186.74971105              1625504375.035            0                         963                       1.4004026512E+02          4.4998624306E+01          4.1562500000E+01          4.4974118691E+01          4.4999626160E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7009361037E+04          2.0000000000E+00          6.3266984457E-01          6.5046763302E-01          6.6578676241E-01          6.7050914756E-01          2.0998501169E-01          6.3266984457E-01          5.9314780860E-01          6.3134133272E-01          1.3544612805E+01          
2021-07-05                16:59:36.815              185.74973166              4457.993560               186.74973166              1625504376.815            0                         963                       1.3986706657E+02          4.4998649597E+01          4.1562500000E+01          4.4974143982E+01          4.4999626160E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.6968980739E+04          2.0000000000E+00          5.3809995734E-01          6.4229438513E-01          6.6379165608E-01          6.6967638535E-01          2.0998501169E-01          5.3809995734E-01          4.9912034702E-01          5.3697002808E-01          1.3544612805E+01          
2021-07-05                16:59:38.621              185.74975256              4457.994061               186.74975256              1625504378.621            0                         963                       1.4020797241E+02          4.4998649597E+01          4.1562500000E+01          4.4974143982E+01          4.4999626160E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7033939216E+04          2.0000000000E+00          7.8564966647E-01          6.4048352972E-01          6.6516133904E-01          6.7122872868E-01          2.0998501169E-01          7.8564966647E-01          7.4525018230E-01          7.8399991993E-01          1.3544612805E+01          
2021-07-05                16:59:40.420              185.74977338              4457.994561               186.74977338              1625504380.420            0                         963                       1.3987236655E+02          4.4998443646E+01          4.1562500000E+01          4.4974143982E+01          4.4999537895E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.6993405527E+04          2.0000000000E+00          4.0816802549E-01          6.3642018291E-01          6.5945886423E-01          6.7130699830E-01          2.0998501169E-01          4.0816802549E-01          3.6993366731E-01          4.0731093381E-01          1.3544612805E+01          
2021-07-05                16:59:42.221              185.74979424              4457.995062               186.74979424              1625504382.222            0                         963                       1.3997908412E+02          4.4998435974E+01          4.1562500000E+01          4.4974143982E+01          4.4999534607E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.6992691816E+04          2.0000000000E+00          5.6345216497E-01          6.2618884582E-01          6.5802551289E-01          6.6947984615E-01          2.0998501169E-01          5.6345216497E-01          5.2432714168E-01          5.6226899988E-01          1.3544612805E+01          
2021-07-05                16:59:44.016              185.74981501              4457.995560               186.74981501              1625504384.017            0                         963                       1.4024851046E+02          4.4998435974E+01          4.1562500000E+01          4.4974143982E+01          4.4999534607E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7023958477E+04          2.0000000000E+00          8.5436109678E-01          6.3961074293E-01          6.6322110699E-01          6.7063535396E-01          2.0998501169E-01          8.5436109678E-01          8.1356750363E-01          8.5256706653E-01          1.3544612805E+01          
2021-07-05                16:59:45.805              185.74983572              4457.996057               186.74983572              1625504385.806            0                         963                       1.3984701589E+02          4.4998526262E+01          4.1562500000E+01          4.4974113886E+01          4.4999624895E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.6978810385E+04          2.0000000000E+00          8.9417711527E-01          6.5596143050E-01          6.6728488258E-01          6.7063095364E-01          2.0998501169E-01          8.9417711527E-01          8.5315514890E-01          8.9229947735E-01          1.3544612805E+01          
2021-07-05                16:59:47.592              185.74985639              4457.996553               186.74985639              1625504387.592            0                         963                       1.4005191727E+02          4.4998527527E+01          4.1562500000E+01          4.4974113464E+01          4.4999626160E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.6989693651E+04          2.0000000000E+00          6.5667019794E-01          6.4800101215E-01          6.6667014301E-01          6.6960872556E-01          2.0998501169E-01          6.5667019794E-01          6.1701050286E-01          6.5529128895E-01          1.3544612805E+01          
2021-07-05                16:59:49.381              185.74987709              4457.997050               186.74987709              1625504389.381            0                         963                       1.4011140678E+02          4.4998615202E+01          4.1562500000E+01          4.4974130999E+01          4.4999643695E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7023362569E+04          2.0000000000E+00          7.1321978990E-01          6.5645050864E-01          6.6622790356E-01          6.6885352887E-01          2.0998501169E-01          7.1321978990E-01          6.7323574264E-01          7.1172213524E-01          1.3544612805E+01          
