DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               InletValve                OutletValve               solenoid_valves           NH3_Raw                   NH3_30s                   NH3_2min                  NH3_5min                  H2O                       NH3_dry                   NH3_uncorrected           NH3_broadeningCorrected   peak15                    
2021-07-12                00:21:09.542              192.05636044              4609.352651               193.05636044              1626049269.542            0                         963                       1.4019240473E+02          4.4998802185E+01          4.0602382597E+01          4.4974459190E+01          4.4999473572E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7073842941E+04          2.0000000000E+00          6.0420974088E+00          6.1498959121E+00          6.1772494744E+00          6.1349825729E+00          1.5213023770E+00          6.0420974088E+00          5.5496986002E+00          5.9501788373E+00          9.2457285740E+01          
2021-07-12                00:21:11.326              192.05638110              4609.353146               193.05638110              1626049271.327            0                         963                       1.4007191674E+02          4.4998802185E+01          4.0581319061E+01          4.4974479675E+01          4.4999473572E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7091964337E+04          2.0000000000E+00          6.3437028421E+00          6.1548998629E+00          6.1798503083E+00          6.1362952790E+00          1.5213023770E+00          6.3437028421E+00          5.8389551324E+00          6.2471959400E+00          9.2457285740E+01          
2021-07-12                00:21:13.122              192.05640189              4609.353645               193.05640189              1626049273.123            0                         963                       1.3990839251E+02          4.4998802185E+01          4.0610842541E+01          4.4974479675E+01          4.4999473572E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7056531757E+04          2.0000000000E+00          6.1275633064E+00          6.1399321591E+00          6.1773815841E+00          6.1367099900E+00          1.5213023770E+00          6.1275633064E+00          5.6316651911E+00          6.0343445402E+00          9.2457285740E+01          
2021-07-12                00:21:14.924              192.05642274              4609.354146               193.05642274              1626049274.925            0                         963                       1.3988835093E+02          4.4998757673E+01          4.0613950276E+01          4.4974464838E+01          4.4999488409E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7041293961E+04          2.0000000000E+00          6.0507196544E+00          6.1366013039E+00          6.1745106093E+00          6.1376549337E+00          1.5213023770E+00          6.0507196544E+00          5.5579678174E+00          5.9586699124E+00          9.2457285740E+01          
2021-07-12                00:21:16.717              192.05644348              4609.354644               193.05644348              1626049276.717            0                         963                       1.3996124639E+02          4.4998619080E+01          4.0562500000E+01          4.4974418640E+01          4.4999534607E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7025672986E+04          2.0000000000E+00          6.0140390780E+00          6.1333858522E+00          6.1710112608E+00          6.1367911453E+00          1.5213023770E+00          6.0140390780E+00          5.5227890868E+00          5.9225473586E+00          9.2457285740E+01          
2021-07-12                00:21:18.517              192.05646433              4609.355144               193.05646433              1626049278.518            0                         963                       1.3985343748E+02          4.4998619080E+01          4.0567506906E+01          4.4974418640E+01          4.4999534607E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.6996538663E+04          2.0000000000E+00          6.1958482054E+00          6.1370601083E+00          6.1734495598E+00          6.1371602519E+00          1.5213023770E+00          6.1958482054E+00          5.6971542404E+00          6.1015906194E+00          9.2457285740E+01          
2021-07-12                00:21:20.318              192.05648516              4609.355644               193.05648516              1626049280.318            0                         963                       1.3999247961E+02          4.4998384718E+01          4.0616367403E+01          4.4974465512E+01          4.4999487735E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7011365979E+04          2.0000000000E+00          6.0798515464E+00          6.1506644354E+00          6.1724185506E+00          6.1378389660E+00          1.5213023770E+00          6.0798515464E+00          5.5859069364E+00          5.9873586203E+00          9.2457285740E+01          
2021-07-12                00:21:22.109              192.05650590              4609.356142               193.05650590              1626049282.110            0                         963                       1.4003302525E+02          4.4998313904E+01          4.0575103591E+01          4.4974479675E+01          4.4999473572E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7016098476E+04          2.0000000000E+00          5.9997626111E+00          6.1491051405E+00          6.1671091388E+00          6.1374006810E+00          1.5213023770E+00          5.9997626111E+00          5.5090971540E+00          5.9084880799E+00          9.2457285740E+01          
2021-07-12                00:21:23.904              192.05652668              4609.356640               193.05652668              1626049283.905            0                         963                       1.3995958899E+02          4.4998313904E+01          4.0569060773E+01          4.4974479675E+01          4.4999473572E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7006167213E+04          2.0000000000E+00          6.0798448432E+00          6.1376868772E+00          6.1655230542E+00          6.1372706799E+00          1.5213023770E+00          6.0798448432E+00          5.5859005077E+00          5.9873520191E+00          9.2457285740E+01          
2021-07-12                00:21:25.698              192.05654744              4609.357139               193.05654744              1626049285.699            0                         963                       1.4005000187E+02          4.4998644961E+01          4.0562500000E+01          4.4974359291E+01          4.4999473572E+01          4.0000000000E+00          0.0000000000E+00          5.0000000000E+04          4.7019108846E+04          2.0000000000E+00          6.0083558746E+00          6.1308971674E+00          6.1631050976E+00          6.1377523670E+00          1.5213023770E+00          6.0083558746E+00          5.5173385758E+00          5.9169506139E+00          9.2457285740E+01          
